fecha_hora,latitud,longitud,via,grado_severidad,tipo_siniestro,causa_probable,victima1_edad,victima1_condicion,victima1_sexo,victima1_actor_vial,victima2_edad,victima2_condicion,victima2_sexo,victima2_actor_vial,victima3_edad,victima3_condicion,victima3_sexo,victima3_actor_vial
2024-09-22 02:54:57,-4.017827,-79.184917,Av. Gran Colombia,CON_LESIONADOS,Atropellamiento,Estado de embriaguez,64,LESIONADO,MUJER,PEATON,,,,,,,,
2024-03-08 20:29:20,-4.004440,-79.195617,Calle 18 de Noviembre,CON_LESIONADOS,Incendio,Mal estado de la via,32,LESIONADO,HOMBRE,CICLISTA,37,LESIONADO,MUJER,MOTOCICLETA,51,LESIONADO,NO_REGISTRA,OTRO
2024-10-29 07:43:31,-4.003099,-79.220832,Via Loja - Zamora,CON_LESIONADOS,Accidente Laboral,Distraccion (celular/radio),29,LESIONADO,HOMBRE,MOTOCICLETA,,,,,,,,
2024-10-04 05:30:19,-3.990944,-79.206935,Av. 8 de Diciembre,CON_FALLECIDOS,Choque Vehicular,Exceso de velocidad,44,FALLECIDO,NO_REGISTRA,OTRO,9,LESIONADO,MUJER,VEH_LIVIANO,,,,
2024-02-17 21:53:28,-3.989430,-79.218630,Via Loja - Zamora,CON_FALLECIDOS,Choque Vehicular,Inobservancia de senales,50,FALLECIDO,HOMBRE,PEATON,71,FALLECIDO,HOMBRE,MOTOCICLETA,,,,
2024-09-06 09:04:55,-4.031027,-79.195857,Calle Ramon Borrero,CON_FALLECIDOS,Choque Vehicular,Mal estado de la via,36,FALLECIDO,MUJER,MOTOCICLETA,73,FALLECIDO,MUJER,VEH_LIVIANO,34,LESIONADO,NO_REGISTRA,SCOOTER
2024-04-22 15:19:16,-3.997715,-79.194386,Av. 8 de Diciembre,CON_LESIONADOS,Colision Multiple,Equipo de seguridad deficiente,26,LESIONADO,HOMBRE,OTRO,,,,,,,,
2024-12-18 17:36:47,-4.009846,-79.174201,Av. Manuel Agustin Aguirre,SOLO_DANOS,Accidente Laboral,Imprudencia del conductor,54,LESIONADO,MUJER,CICLISTA,,,,,,,,
2024-04-03 15:24:51,-4.019924,-79.183537,Calle 10 de Agosto,CON_FALLECIDOS,Caida,Factores externos,45,FALLECIDO,HOMBRE,PEATON,24,LESIONADO,HOMBRE,SCOOTER,58,LESIONADO,MUJER,MOTOCICLETA
2024-04-24 11:27:23,-4.032840,-79.190615,Calle Ramon Borrero,SOLO_DANOS,Atropellamiento,Equipo de seguridad deficiente,,,,,,,,,,,,
2024-01-11 23:21:23,-3.998757,-79.190678,Av. Reinaldo Espinosa,CON_LESIONADOS,Choque Vehicular,Estado de embriaguez,45,LESIONADO,HOMBRE,SCOOTER,,,,,,,,
2024-03-06 00:16:17,-4.033341,-79.218409,Calle 18 de Noviembre,SOLO_DANOS,Incendio,Via resbaladiza o mojada,,,,,,,,,,,,
2024-11-02 23:12:52,-4.026818,-79.220737,Calle Mercadillo,CON_FALLECIDOS,Colision Multiple,Inobservancia de senales,59,FALLECIDO,MUJER,OTRO,21,FALLECIDO,HOMBRE,MOTOCICLETA,33,LESIONADO,HOMBRE,CICLISTA
2024-07-16 06:19:18,-4.032943,-79.187875,Calle Miguel Riofrio,CON_FALLECIDOS,Accidente Laboral,Equipo de seguridad deficiente,70,FALLECIDO,HOMBRE,CICLISTA,22,LESIONADO,MUJER,PEATON,13,LESIONADO,MUJER,OTRO
2024-06-23 00:12:15,-3.984579,-79.195087,Calle 18 de Noviembre,SOLO_DANOS,Atropellamiento,Imprudencia del conductor,,,,,,,,,,,,
2024-05-08 05:13:52,-3.985738,-79.181849,Calle 18 de Noviembre,CON_LESIONADOS,Atropellamiento,Imprudencia del conductor,63,LESIONADO,NO_REGISTRA,MOTOCICLETA,9,LESIONADO,MUJER,OTRO,56,LESIONADO,MUJER,CICLISTA
2024-06-05 14:20:30,-4.026893,-79.182311,Av. Cuxibamba,SOLO_DANOS,Accidente Laboral,Estado de embriaguez,,,,,,,,,,,,
2024-07-15 04:26:24,-4.008343,-79.216468,Av. Universitaria,SOLO_DANOS,Colision Multiple,Via resbaladiza o mojada,,,,,,,,,,,,
2024-06-09 06:00:05,-3.997386,-79.188605,Av. Manuel Agustin Aguirre,SOLO_DANOS,Choque Vehicular,Exceso de velocidad,,,,,,,,,,,,
2024-10-12 09:04:53,-4.008971,-79.189607,Calle Miguel Riofrio,CON_FALLECIDOS,Accidente Laboral,Imprudencia del conductor,85,FALLECIDO,HOMBRE,PEATON,82,FALLECIDO,HOMBRE,SCOOTER,,,,
2024-10-06 12:00:55,-3.983382,-79.190522,Av. Orillas del Zamora,SOLO_DANOS,Caida,Fatiga del conductor,,,,,,,,,,,,
2024-05-10 21:46:16,-3.982677,-79.213544,Calle Sucre,SOLO_DANOS,Volcamiento,Via resbaladiza o mojada,,,,,,,,,,,,
2024-09-04 09:59:43,-3.978658,-79.221029,Av. Pio Jaramillo,CON_FALLECIDOS,Atropellamiento,Falla mecanica,35,FALLECIDO,NO_REGISTRA,CICLISTA,,,,,,,,
2024-05-30 11:16:13,-3.999614,-79.199270,Calle Sucre,CON_FALLECIDOS,Colision Multiple,Visibilidad reducida,72,FALLECIDO,NO_REGISTRA,PEATON,39,FALLECIDO,HOMBRE,CICLISTA,,,,
2024-08-13 19:34:08,-4.020532,-79.216107,Ruta 35,CON_LESIONADOS,Caida,Fatiga del conductor,31,LESIONADO,NO_REGISTRA,SCOOTER,,,,,,,,
2024-08-11 05:34:07,-4.020106,-79.199114,Calle Imbabura,CON_LESIONADOS,Caida,Imprudencia del conductor,63,LESIONADO,MUJER,CICLISTA,39,LESIONADO,NO_REGISTRA,MOTOCICLETA,45,LESIONADO,HOMBRE,OTRO
2024-08-05 22:07:31,-3.977942,-79.180177,Calle Rocafuerte,CON_FALLECIDOS,Choque Vehicular,Falla mecanica,47,FALLECIDO,MUJER,VEH_LIVIANO,56,FALLECIDO,NO_REGISTRA,PEATON,,,,
2024-06-01 02:05:47,-4.033745,-79.229386,Av. Rosa Hermosa,SOLO_DANOS,Caida,Via resbaladiza o mojada,,,,,,,,,,,,
2024-10-01 08:46:12,-4.025164,-79.219412,Calle Saraguro,SOLO_DANOS,Atropellamiento,Inobservancia de senales,,,,,,,,,,,,
2024-01-06 06:32:30,-4.029087,-79.201483,Av. Reinaldo Espinosa,SOLO_DANOS,Caida,Estado de embriaguez,72,LESIONADO,NO_REGISTRA,VEH_LIVIANO,,,,,,,,
2024-06-30 23:20:53,-4.020516,-79.191562,Calle Miguel Riofrio,CON_LESIONADOS,Caida,Visibilidad reducida,56,LESIONADO,MUJER,MOTOCICLETA,74,LESIONADO,HOMBRE,VEH_LIVIANO,17,LESIONADO,MUJER,VEH_LIVIANO
2024-03-25 16:48:27,-4.000721,-79.198993,Calle Quito,SOLO_DANOS,Colision Multiple,Distraccion (celular/radio),69,LESIONADO,MUJER,VEH_LIVIANO,,,,,,,,
2024-05-31 04:54:11,-4.018395,-79.191134,Calle Rocafuerte,CON_FALLECIDOS,Colision Multiple,Visibilidad reducida,72,FALLECIDO,MUJER,OTRO,67,FALLECIDO,NO_REGISTRA,OTRO,21,LESIONADO,HOMBRE,CICLISTA
2024-05-22 06:54:52,-4.017153,-79.220279,Calle Colon,CON_FALLECIDOS,Atropellamiento,Factores externos,32,FALLECIDO,MUJER,MOTOCICLETA,38,LESIONADO,HOMBRE,SCOOTER,,,,
2024-11-20 12:55:58,-4.035111,-79.183728,Calle 10 de Agosto,CON_LESIONADOS,Choque Vehicular,Mal estado de la via,7,LESIONADO,NO_REGISTRA,MOTOCICLETA,24,LESIONADO,NO_REGISTRA,PEATON,51,LESIONADO,HOMBRE,OTRO
2024-05-24 08:45:08,-3.982606,-79.206364,Calle Azogues,CON_LESIONADOS,Incendio,Exceso de velocidad,32,LESIONADO,HOMBRE,MOTOCICLETA,,,,,,,,
2024-11-04 03:59:41,-4.006091,-79.230265,Av. Orillas del Zamora,CON_LESIONADOS,Atropellamiento,Distraccion (celular/radio),62,LESIONADO,MUJER,VEH_LIVIANO,,,,,,,,
2024-05-09 09:44:02,-4.008282,-79.216518,Av. Cuxibamba,CON_FALLECIDOS,Atropellamiento,Visibilidad reducida,26,FALLECIDO,HOMBRE,OTRO,81,FALLECIDO,NO_REGISTRA,SCOOTER,80,LESIONADO,MUJER,VEH_LIVIANO
2024-12-19 23:49:27,-4.031454,-79.209588,Ruta 35,SOLO_DANOS,Choque Vehicular,Falla mecanica,,,,,,,,,,,,
2024-05-27 01:25:59,-3.991963,-79.178226,Calle 10 de Agosto,CON_LESIONADOS,Incendio,Inobservancia de senales,54,LESIONADO,NO_REGISTRA,SCOOTER,20,LESIONADO,NO_REGISTRA,OTRO,,,,
2024-12-10 18:06:27,-3.990418,-79.179900,Av. Cuxibamba,CON_LESIONADOS,Colision Multiple,Exceso de velocidad,56,LESIONADO,HOMBRE,OTRO,28,LESIONADO,HOMBRE,SCOOTER,,,,
2024-10-05 05:17:54,-3.981700,-79.173854,Av. Gran Colombia,CON_LESIONADOS,Incendio,Via resbaladiza o mojada,59,LESIONADO,MUJER,MOTOCICLETA,,,,,,,,
2024-02-03 15:32:57,-3.977015,-79.209280,Calle Montufar,CON_FALLECIDOS,Incendio,Mal estado de la via,22,FALLECIDO,HOMBRE,PEATON,39,LESIONADO,MUJER,CICLISTA,,,,
2024-06-04 14:10:51,-3.988780,-79.216038,Via Loja - Zamora,CON_LESIONADOS,Accidente Laboral,Falla mecanica,49,LESIONADO,NO_REGISTRA,PEATON,52,LESIONADO,NO_REGISTRA,VEH_LIVIANO,,,,
2024-10-28 15:46:01,-4.036598,-79.171443,Av. Pio Jaramillo,CON_LESIONADOS,Incendio,Distraccion (celular/radio),71,LESIONADO,NO_REGISTRA,MOTOCICLETA,,,,,,,,
2024-01-17 21:42:09,-3.981556,-79.196362,Calle Colon,CON_FALLECIDOS,Colision Multiple,Fatiga del conductor,32,FALLECIDO,NO_REGISTRA,PEATON,32,LESIONADO,MUJER,OTRO,29,LESIONADO,HOMBRE,CICLISTA
2024-03-14 02:12:24,-3.999918,-79.230854,Av. Manuel Agustin Aguirre,CON_FALLECIDOS,Accidente Laboral,Inobservancia de senales,73,FALLECIDO,HOMBRE,PEATON,57,FALLECIDO,NO_REGISTRA,PEATON,40,LESIONADO,NO_REGISTRA,MOTOCICLETA
2024-10-25 16:03:52,-4.031891,-79.194746,Calle Mercadillo,SOLO_DANOS,Caida,Exceso de velocidad,,,,,,,,,,,,
2024-02-16 08:29:47,-3.982089,-79.202335,Via Loja - Zamora,CON_FALLECIDOS,Caida,Estado de embriaguez,68,FALLECIDO,HOMBRE,SCOOTER,12,LESIONADO,MUJER,SCOOTER,,,,
2024-04-03 14:00:11,-4.003896,-79.172912,Av. Gran Colombia,CON_LESIONADOS,Caida,Inobservancia de senales,7,LESIONADO,NO_REGISTRA,PEATON,40,LESIONADO,NO_REGISTRA,MOTOCICLETA,,,,
2024-05-02 17:02:24,-4.024848,-79.220181,Av. Rosa Hermosa,CON_FALLECIDOS,Caida,Exceso de velocidad,79,FALLECIDO,NO_REGISTRA,PEATON,75,FALLECIDO,HOMBRE,MOTOCICLETA,,,,
2024-06-26 08:39:55,-4.017592,-79.222407,Calle Montufar,SOLO_DANOS,Choque Vehicular,Fatiga del conductor,,,,,,,,,,,,
2024-09-21 10:10:39,-4.035152,-79.228901,Av. Metropolitana,CON_LESIONADOS,Accidente Laboral,Exceso de velocidad,11,LESIONADO,HOMBRE,OTRO,,,,,,,,
2024-06-22 01:15:55,-4.033538,-79.193174,Calle 18 de Noviembre,CON_FALLECIDOS,Volcamiento,Imprudencia del conductor,71,FALLECIDO,NO_REGISTRA,PEATON,63,LESIONADO,NO_REGISTRA,PEATON,19,LESIONADO,MUJER,SCOOTER
2024-03-08 03:47:04,-4.032819,-79.179819,Av. 8 de Diciembre,CON_LESIONADOS,Incendio,Equipo de seguridad deficiente,17,LESIONADO,NO_REGISTRA,MOTOCICLETA,19,LESIONADO,MUJER,PEATON,53,LESIONADO,NO_REGISTRA,SCOOTER
2024-10-12 14:59:15,-4.017178,-79.192609,Av. Isidro Ayora,SOLO_DANOS,Volcamiento,Inobservancia de senales,,,,,,,,,,,,
2024-05-27 20:45:11,-3.988702,-79.174594,Calle 10 de Agosto,CON_LESIONADOS,Atropellamiento,Falla mecanica,52,LESIONADO,HOMBRE,VEH_LIVIANO,,,,,,,,
2024-12-14 03:26:51,-4.017094,-79.196600,Calle Saraguro,CON_LESIONADOS,Incendio,Via resbaladiza o mojada,17,LESIONADO,MUJER,SCOOTER,,,,,,,,
2024-09-02 07:35:21,-4.027329,-79.194894,Via Loja - Catamayo,CON_LESIONADOS,Incendio,Inobservancia de senales,28,LESIONADO,HOMBRE,MOTOCICLETA,,,,,,,,
2024-11-09 13:20:50,-3.979463,-79.226964,Av. Cuxibamba,CON_LESIONADOS,Atropellamiento,Equipo de seguridad deficiente,32,LESIONADO,NO_REGISTRA,MOTOCICLETA,74,LESIONADO,HOMBRE,PEATON,,,,
2024-10-05 09:34:00,-4.005605,-79.199068,Av. Metropolitana,CON_FALLECIDOS,Accidente Laboral,Exceso de velocidad,23,FALLECIDO,MUJER,PEATON,72,LESIONADO,HOMBRE,SCOOTER,,,,
2024-10-20 02:04:16,-4.026726,-79.182070,Calle Mercadillo,CON_FALLECIDOS,Colision Multiple,Factores externos,31,FALLECIDO,HOMBRE,CICLISTA,,,,,,,,
2024-11-02 14:45:55,-3.998233,-79.205444,Av. Isidro Ayora,CON_LESIONADOS,Choque Vehicular,Exceso de velocidad,16,LESIONADO,HOMBRE,PEATON,19,LESIONADO,HOMBRE,PEATON,35,LESIONADO,MUJER,MOTOCICLETA
2024-06-16 15:31:07,-4.016145,-79.218088,Via Loja - Zamora,SOLO_DANOS,Accidente Laboral,Imprudencia del conductor,,,,,,,,,,,,
2024-08-02 06:28:06,-3.979422,-79.187322,Av. Reinaldo Espinosa,CON_LESIONADOS,Atropellamiento,Estado de embriaguez,69,LESIONADO,NO_REGISTRA,OTRO,24,LESIONADO,MUJER,PEATON,,,,
2024-02-05 11:56:39,-4.023129,-79.204420,Av. Reinaldo Espinosa,CON_FALLECIDOS,Atropellamiento,Estado de embriaguez,50,FALLECIDO,MUJER,PEATON,11,LESIONADO,NO_REGISTRA,CICLISTA,,,,
2024-01-02 09:51:05,-3.986886,-79.230051,Calle Sucre,SOLO_DANOS,Choque Vehicular,Fatiga del conductor,,,,,,,,,,,,
2024-06-12 13:06:18,-3.985414,-79.206896,Via Loja - Catamayo,CON_LESIONADOS,Caida,Falla mecanica,13,LESIONADO,NO_REGISTRA,OTRO,,,,,,,,
2024-08-19 04:39:45,-4.029140,-79.197983,Calle Sucre,CON_LESIONADOS,Colision Multiple,Estado de embriaguez,19,LESIONADO,MUJER,CICLISTA,,,,,,,,
2024-04-13 03:15:50,-4.018165,-79.222461,Calle Montufar,CON_LESIONADOS,Incendio,Inobservancia de senales,11,LESIONADO,MUJER,SCOOTER,16,LESIONADO,HOMBRE,MOTOCICLETA,6,LESIONADO,NO_REGISTRA,VEH_LIVIANO
2024-11-23 19:00:04,-3.995311,-79.207010,Calle Mercadillo,CON_LESIONADOS,Caida,Imprudencia del conductor,50,LESIONADO,MUJER,CICLISTA,,,,,,,,
2024-08-29 11:51:53,-3.989123,-79.201838,Av. Metropolitana,SOLO_DANOS,Volcamiento,Equipo de seguridad deficiente,,,,,,,,,,,,
2024-01-20 03:50:11,-3.986603,-79.193166,Av. Universitaria,SOLO_DANOS,Colision Multiple,Equipo de seguridad deficiente,,,,,,,,,,,,
2024-04-05 15:49:19,-3.988205,-79.219320,Av. Manuel Agustin Aguirre,CON_LESIONADOS,Incendio,Fatiga del conductor,65,LESIONADO,NO_REGISTRA,MOTOCICLETA,9,LESIONADO,MUJER,SCOOTER,75,LESIONADO,MUJER,OTRO
2024-03-30 16:16:04,-3.989994,-79.180106,Calle Mercadillo,CON_LESIONADOS,Volcamiento,Via resbaladiza o mojada,43,LESIONADO,HOMBRE,PEATON,29,LESIONADO,MUJER,MOTOCICLETA,10,LESIONADO,HOMBRE,CICLISTA
2024-06-24 04:17:07,-3.995585,-79.214162,Via Loja - Zamora,CON_LESIONADOS,Colision Multiple,Imprudencia del conductor,42,LESIONADO,NO_REGISTRA,CICLISTA,71,LESIONADO,MUJER,CICLISTA,32,LESIONADO,MUJER,CICLISTA
2024-09-21 09:18:16,-3.996662,-79.177544,Calle Imbabura,CON_LESIONADOS,Volcamiento,Fatiga del conductor,73,LESIONADO,MUJER,MOTOCICLETA,71,LESIONADO,MUJER,OTRO,21,LESIONADO,MUJER,MOTOCICLETA
2024-11-17 12:34:22,-3.979725,-79.173194,Calle Ramon Borrero,CON_FALLECIDOS,Volcamiento,Estado de embriaguez,24,FALLECIDO,HOMBRE,MOTOCICLETA,80,FALLECIDO,NO_REGISTRA,PEATON,,,,
2024-04-19 01:05:00,-4.009960,-79.192792,Av. Universitaria,SOLO_DANOS,Colision Multiple,Estado de embriaguez,,,,,,,,,,,,
2024-02-15 14:51:39,-4.001716,-79.176939,Calle Colon,CON_FALLECIDOS,Volcamiento,Visibilidad reducida,74,FALLECIDO,HOMBRE,OTRO,80,FALLECIDO,MUJER,CICLISTA,75,LESIONADO,MUJER,VEH_LIVIANO
2024-09-20 03:08:03,-3.992964,-79.213580,Calle Quito,CON_FALLECIDOS,Volcamiento,Equipo de seguridad deficiente,34,FALLECIDO,MUJER,PEATON,30,FALLECIDO,MUJER,OTRO,,,,
2024-07-05 07:59:20,-4.012858,-79.194917,Calle Montufar,CON_LESIONADOS,Choque Vehicular,Imprudencia del conductor,19,LESIONADO,NO_REGISTRA,SCOOTER,25,LESIONADO,MUJER,OTRO,49,LESIONADO,HOMBRE,VEH_LIVIANO
2024-10-22 16:52:40,-4.022655,-79.214375,Calle Sucre,SOLO_DANOS,Choque Vehicular,Exceso de velocidad,47,LESIONADO,NO_REGISTRA,PEATON,,,,,,,,
2024-04-27 22:06:33,-4.022034,-79.174668,Av. Cuxibamba,SOLO_DANOS,Choque Vehicular,Imprudencia del conductor,49,LESIONADO,NO_REGISTRA,VEH_LIVIANO,,,,,,,,
2024-06-28 08:39:11,-4.031069,-79.175355,Calle Montufar,CON_LESIONADOS,Accidente Laboral,Visibilidad reducida,78,LESIONADO,HOMBRE,CICLISTA,74,LESIONADO,MUJER,OTRO,,,,
2024-10-29 14:09:15,-3.978464,-79.207897,Av. Isidro Ayora,CON_FALLECIDOS,Atropellamiento,Falla mecanica,77,FALLECIDO,NO_REGISTRA,MOTOCICLETA,44,FALLECIDO,MUJER,SCOOTER,,,,
2024-05-17 17:32:46,-4.026722,-79.213626,Ruta 35,CON_LESIONADOS,Incendio,Estado de embriaguez,19,LESIONADO,MUJER,CICLISTA,70,LESIONADO,NO_REGISTRA,VEH_LIVIANO,54,LESIONADO,HOMBRE,PEATON
2024-03-22 04:23:34,-4.025065,-79.210317,Ruta 35,CON_FALLECIDOS,Choque Vehicular,Imprudencia del conductor,32,FALLECIDO,HOMBRE,CICLISTA,34,FALLECIDO,HOMBRE,SCOOTER,,,,
2024-03-11 17:24:12,-4.003383,-79.183527,Calle 10 de Agosto,SOLO_DANOS,Colision Multiple,Mal estado de la via,,,,,,,,,,,,
2024-05-26 05:56:05,-4.015681,-79.176616,Calle Mercadillo,CON_LESIONADOS,Choque Vehicular,Estado de embriaguez,73,LESIONADO,NO_REGISTRA,MOTOCICLETA,12,LESIONADO,NO_REGISTRA,SCOOTER,,,,
2024-02-16 03:27:33,-4.019931,-79.191170,Calle Ramon Borrero,CON_FALLECIDOS,Accidente Laboral,Via resbaladiza o mojada,30,FALLECIDO,MUJER,PEATON,83,FALLECIDO,HOMBRE,OTRO,60,LESIONADO,NO_REGISTRA,OTRO
2024-10-07 11:27:07,-3.993780,-79.177568,Av. Gran Colombia,SOLO_DANOS,Volcamiento,Visibilidad reducida,,,,,,,,,,,,
2024-06-15 11:55:40,-4.013886,-79.217363,Av. Gran Colombia,CON_LESIONADOS,Choque Vehicular,Inobservancia de senales,35,LESIONADO,HOMBRE,MOTOCICLETA,,,,,,,,
2024-09-29 01:22:31,-4.022082,-79.193474,Av. Isidro Ayora,CON_LESIONADOS,Accidente Laboral,Visibilidad reducida,19,LESIONADO,NO_REGISTRA,SCOOTER,57,LESIONADO,MUJER,SCOOTER,,,,
2024-07-27 09:38:16,-4.015492,-79.200731,Av. Gran Colombia,CON_LESIONADOS,Caida,Equipo de seguridad deficiente,16,LESIONADO,MUJER,VEH_LIVIANO,,,,,,,,
2024-07-02 06:04:25,-4.029245,-79.223612,Ruta 35,SOLO_DANOS,Atropellamiento,Inobservancia de senales,,,,,,,,,,,,
2024-02-29 22:25:02,-3.988086,-79.190992,Av. Rosa Hermosa,SOLO_DANOS,Incendio,Mal estado de la via,,,,,,,,,,,,
2024-05-01 22:25:53,-4.025429,-79.188893,Calle Miguel Riofrio,CON_LESIONADOS,Colision Multiple,Estado de embriaguez,29,LESIONADO,NO_REGISTRA,MOTOCICLETA,57,LESIONADO,NO_REGISTRA,CICLISTA,,,,
2024-12-24 06:24:53,-4.001738,-79.217771,Calle 18 de Noviembre,SOLO_DANOS,Accidente Laboral,Visibilidad reducida,,,,,,,,,,,,
2024-12-04 15:32:25,-4.023750,-79.214198,Av. Pio Jaramillo,SOLO_DANOS,Atropellamiento,Imprudencia del conductor,,,,,,,,,,,,
2024-01-03 12:03:53,-4.035027,-79.197565,Av. Reinaldo Espinosa,SOLO_DANOS,Colision Multiple,Exceso de velocidad,,,,,,,,,,,,
2024-08-27 02:28:28,-3.987443,-79.193938,Calle Imbabura,CON_LESIONADOS,Choque Vehicular,Fatiga del conductor,43,LESIONADO,HOMBRE,SCOOTER,65,LESIONADO,HOMBRE,MOTOCICLETA,16,LESIONADO,HOMBRE,SCOOTER
2024-04-20 17:24:46,-4.033388,-79.220113,Calle 10 de Agosto,CON_FALLECIDOS,Incendio,Falla mecanica,34,FALLECIDO,MUJER,SCOOTER,72,FALLECIDO,NO_REGISTRA,OTRO,65,LESIONADO,NO_REGISTRA,VEH_LIVIANO
2024-02-17 00:03:41,-3.997753,-79.217161,Calle Sucre,SOLO_DANOS,Incendio,Imprudencia del conductor,,,,,,,,,,,,
2024-03-08 21:01:18,-4.025247,-79.210628,Calle Colon,CON_LESIONADOS,Caida,Distraccion (celular/radio),63,LESIONADO,NO_REGISTRA,SCOOTER,54,LESIONADO,MUJER,MOTOCICLETA,,,,
2024-07-31 20:18:07,-4.020652,-79.197937,Av. Isidro Ayora,CON_LESIONADOS,Caida,Mal estado de la via,71,LESIONADO,NO_REGISTRA,CICLISTA,,,,,,,,
2024-11-20 03:27:27,-3.979845,-79.223211,Ruta 35,CON_LESIONADOS,Caida,Fatiga del conductor,58,LESIONADO,HOMBRE,VEH_LIVIANO,29,LESIONADO,NO_REGISTRA,OTRO,,,,
2024-05-20 15:49:25,-4.033660,-79.210324,Via Loja - Catamayo,SOLO_DANOS,Accidente Laboral,Inobservancia de senales,,,,,,,,,,,,
2024-08-03 03:54:20,-4.002753,-79.209244,Av. Cuxibamba,CON_LESIONADOS,Accidente Laboral,Imprudencia del conductor,39,LESIONADO,HOMBRE,SCOOTER,19,LESIONADO,NO_REGISTRA,SCOOTER,,,,
2024-10-23 13:52:07,-3.998740,-79.214470,Av. Cuxibamba,CON_LESIONADOS,Caida,Equipo de seguridad deficiente,60,LESIONADO,HOMBRE,OTRO,68,LESIONADO,HOMBRE,OTRO,,,,
2024-10-09 20:42:27,-3.991182,-79.175450,Av. Universitaria,CON_FALLECIDOS,Incendio,Estado de embriaguez,61,FALLECIDO,MUJER,MOTOCICLETA,65,FALLECIDO,NO_REGISTRA,MOTOCICLETA,56,LESIONADO,HOMBRE,VEH_LIVIANO
2024-03-15 17:42:19,-4.008309,-79.217252,Ruta 35,SOLO_DANOS,Atropellamiento,Inobservancia de senales,,,,,,,,,,,,
2024-02-11 00:41:32,-3.991547,-79.198991,Via Loja - Catamayo,CON_LESIONADOS,Colision Multiple,Equipo de seguridad deficiente,43,LESIONADO,MUJER,SCOOTER,57,LESIONADO,HOMBRE,PEATON,,,,
2024-02-16 19:34:24,-4.029773,-79.203048,Av. Reinaldo Espinosa,SOLO_DANOS,Incendio,Visibilidad reducida,,,,,,,,,,,,
2024-11-22 12:25:17,-3.997718,-79.177348,Calle 18 de Noviembre,CON_FALLECIDOS,Colision Multiple,Visibilidad reducida,21,FALLECIDO,MUJER,VEH_LIVIANO,,,,,,,,
2024-11-15 03:48:15,-4.010433,-79.219000,Calle 10 de Agosto,CON_LESIONADOS,Caida,Factores externos,47,LESIONADO,NO_REGISTRA,SCOOTER,20,LESIONADO,HOMBRE,MOTOCICLETA,,,,
2024-12-30 06:05:30,-4.020832,-79.221316,Av. Gran Colombia,CON_LESIONADOS,Accidente Laboral,Via resbaladiza o mojada,60,LESIONADO,NO_REGISTRA,MOTOCICLETA,,,,,,,,
2024-04-22 02:28:17,-4.009618,-79.219611,Calle Montufar,CON_LESIONADOS,Caida,Imprudencia del conductor,69,LESIONADO,MUJER,OTRO,73,LESIONADO,MUJER,OTRO,73,LESIONADO,MUJER,CICLISTA
2024-03-05 07:11:20,-4.010016,-79.189310,Av. Cuxibamba,CON_LESIONADOS,Colision Multiple,Falla mecanica,49,LESIONADO,NO_REGISTRA,SCOOTER,,,,,,,,
2024-12-17 16:52:21,-4.022834,-79.225676,Calle Sucre,SOLO_DANOS,Incendio,Exceso de velocidad,,,,,,,,,,,,
2024-06-18 03:33:54,-4.030390,-79.202390,Calle Ramon Borrero,CON_FALLECIDOS,Accidente Laboral,Via resbaladiza o mojada,76,FALLECIDO,MUJER,SCOOTER,,,,,,,,
2024-09-18 01:36:24,-3.992781,-79.220707,Av. Orillas del Zamora,SOLO_DANOS,Accidente Laboral,Mal estado de la via,,,,,,,,,,,,
2024-07-20 02:19:19,-3.983618,-79.228263,Calle Miguel Riofrio,CON_FALLECIDOS,Accidente Laboral,Estado de embriaguez,27,FALLECIDO,NO_REGISTRA,OTRO,,,,,,,,
2024-08-17 04:41:15,-4.013391,-79.181088,Av. Universitaria,SOLO_DANOS,Atropellamiento,Distraccion (celular/radio),45,LESIONADO,HOMBRE,CICLISTA,,,,,,,,
2024-04-01 15:33:12,-3.983592,-79.217510,Av. Reinaldo Espinosa,SOLO_DANOS,Colision Multiple,Fatiga del conductor,,,,,,,,,,,,
2024-12-24 05:05:21,-4.034736,-79.181168,Via Loja - Catamayo,CON_FALLECIDOS,Volcamiento,Inobservancia de senales,75,FALLECIDO,HOMBRE,SCOOTER,10,LESIONADO,MUJER,CICLISTA,,,,
2024-06-12 08:46:08,-4.008659,-79.221804,Av. Cuxibamba,CON_FALLECIDOS,Atropellamiento,Mal estado de la via,18,FALLECIDO,MUJER,OTRO,81,FALLECIDO,NO_REGISTRA,CICLISTA,55,LESIONADO,HOMBRE,MOTOCICLETA
2024-02-02 10:03:40,-3.977869,-79.208792,Calle Rocafuerte,CON_FALLECIDOS,Volcamiento,Falla mecanica,74,FALLECIDO,NO_REGISTRA,SCOOTER,21,FALLECIDO,NO_REGISTRA,CICLISTA,53,LESIONADO,MUJER,CICLISTA
2024-07-05 03:16:05,-3.983320,-79.173780,Calle Saraguro,SOLO_DANOS,Incendio,Equipo de seguridad deficiente,,,,,,,,,,,,
2024-03-28 22:21:00,-4.016055,-79.208275,Av. Metropolitana,CON_LESIONADOS,Incendio,Factores externos,49,LESIONADO,NO_REGISTRA,CICLISTA,24,LESIONADO,NO_REGISTRA,CICLISTA,72,LESIONADO,MUJER,PEATON
